Fichier,Nombre de lignes de code,Densité de commentaires,Nombre de fonctions,Couplage entre les classes,Couverture des tests,Dette technique,Nombre de défauts,Lisibilité du code,Nombre de lignes vides,Nombre de lignes de code en majuscules,Nombre d'occurrences de 'TODO',Méthode Longue,Spaghetti Code,Message Chains,Couplage Élevé,Large Class,Type
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\applypatch-msg.sample,13,0.6923076923076923,0,0,0,0,0,0,2,0,0,0,0,14,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\commit-msg.sample,20,0.75,0,0,0,0,0,0,4,3,0,0,0,21,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\fsmonitor-watchman.sample,142,0.2957746478873239,0,0,0,0,0,0,32,17,0,1,0,143,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\post-update.sample,6,0.8333333333333334,0,0,0,0,0,0,2,0,0,0,0,7,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\pre-applypatch.sample,12,0.6666666666666666,0,0,0,0,0,0,2,0,0,0,0,13,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\pre-commit.sample,39,0.4358974358974359,0,0,0,0,0,0,10,9,0,1,0,40,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\pre-merge-commit.sample,11,0.6363636363636364,0,0,0,0,0,0,2,0,0,0,0,12,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\pre-push.sample,46,0.4782608695652174,0,0,0,0,0,0,7,5,0,1,0,47,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\pre-rebase.sample,137,0.145985401459854,1,0,0,0,0,0,32,21,0,1,0,139,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\pre-receive.sample,22,0.2727272727272727,0,0,0,0,0,0,2,0,0,0,0,23,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\prepare-commit-msg.sample,36,0.8888888888888888,0,0,0,0,0,0,6,2,0,0,0,37,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\push-to-checkout.sample,68,0.6029411764705882,0,0,0,0,0,0,10,6,0,1,0,69,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\sendemail-validate.sample,67,0.417910447761194,0,0,0,0,0,0,10,8,4,1,0,68,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\hooks\update.sample,119,0.3277310924369748,0,0,0,0,0,0,9,0,0,1,0,120,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\info\exclude,5,1.0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\logs\HEAD,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\logs\refs\heads\release\4.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\logs\refs\remotes\origin\HEAD,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\objects\pack\pack-1bc0481ce6b123fa27637f19f0736050afcdd466.idx,20068,0.0033884791708192,0,0,0,0,0,0,137,71747,0,1,1,80896,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\objects\pack\pack-1bc0481ce6b123fa27637f19f0736050afcdd466.pack,460966,0.0038007141524537,0,0,0,0,0,0,3457,1555498,1,1,1,1861477,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\objects\pack\pack-1bc0481ce6b123fa27637f19f0736050afcdd466.rev,1758,0.0022753128555176,0,0,0,0,0,0,6,12613,0,1,1,6817,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\refs\heads\release\4.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.git\refs\remotes\origin\HEAD,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\FUNDING.yml,10,0.0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\no-response.yml,11,0.2727272727272727,0,0,0,0,0,0,2,0,0,0,0,12,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\pull_request_template.md,31,0.1935483870967742,0,0,0,0,0,0,7,4,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\ISSUE_TEMPLATE\bug_report.md,25,0.0,0,0,0,0,0,0,8,3,0,1,0,26,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\ISSUE_TEMPLATE\feature_request.md,14,0.0,0,0,0,0,0,0,6,4,0,0,0,15,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\workflows\android-build.yml,38,0.0,0,0,0,0,0,0,3,3,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\workflows\android-debug-artifact-ondemand.yml,59,0.0,0,0,0,0,0,0,3,7,1,1,0,60,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\workflows\android-debug-artifact-release.yml,27,0.0,0,0,0,0,0,0,3,2,0,1,0,28,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\workflows\android-feature.yml,42,0.0,0,0,0,0,0,0,4,3,0,1,0,43,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\.github\workflows\android-main.yml,109,0.0,0,0,0,0,0,0,8,11,0,1,0,110,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\.gitignore,1,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\build.gradle,286,0.0,2,0,0,0,0,0,59,20,0,1,0,289,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\proguard.cfg,96,0.2708333333333333,0,0,0,0,0,0,25,4,0,1,0,97,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\tests-proguard.cfg,11,0.1818181818181818,0,0,0,0,0,0,3,0,0,0,0,12,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\asynchronous\services\ftp\FtpServiceEspressoTest.kt,289,0.0,0,0,0,0,0,0,30,27,0,1,0,290,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\asynchronous\services\ftp\FtpServiceStaticMethodsTest.kt,62,0.0,0,0,0,0,0,0,5,18,0,1,0,63,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\database\UtilsHandlerTest.java,120,0.0,0,0,0,0,0,0,22,23,0,1,0,121,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\filesystem\HybridFileParcelableTest.java,195,0.0,0,0,0,0,0,0,26,19,0,1,0,196,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\filesystem\files\CryptUtilTest.java,48,0.0,0,0,0,0,0,0,12,15,0,1,0,49,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\filesystem\files\GenericCopyUtilEspressoTest.java,108,0.0,0,0,0,0,0,0,18,14,0,1,0,109,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\ssh\SshClientUtilTest.java,70,0.0,0,0,0,0,0,0,12,23,0,1,0,71,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\test\DummyFileGenerator.java,69,0.0,0,0,0,0,0,0,9,21,0,1,0,70,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\test\StoragePermissionHelper.kt,65,0.0,0,0,0,0,0,0,4,21,0,1,0,66,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\ui\activities\TextEditorActivityEspressoTest.java,71,0.0,0,0,0,0,0,0,15,13,0,1,0,72,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\ui\fragments\BackupPrefsFragmentTest.kt,199,0.0,0,0,0,0,0,0,45,19,0,1,0,200,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\utils\CryptUtilEspressoTest.kt,145,0.0,0,0,0,0,0,0,6,15,0,1,0,146,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\java\com\amaze\filemanager\utils\security\SecretKeygenEspressoTest.kt,53,0.0,0,0,0,0,0,0,4,15,0,1,0,54,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\androidTest\resources\amaze_backup.json,32,0.0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\debug\res\values\strings.xml,3,0.0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\debug\res\xml-v25\shortcuts.xml,46,0.0,0,0,0,0,0,0,5,0,0,1,0,47,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\amaze\filemanager\asynchronous\asynctasks\CloudLoaderAsyncTask.java,59,0.0,0,0,0,0,0,0,12,13,0,1,0,60,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\amaze\filemanager\filesystem\compressed\extractcontents\helpers\RarExtractor.kt,33,0.0,0,0,0,0,0,0,4,13,0,1,0,34,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\amaze\filemanager\filesystem\compressed\showcontents\helpers\RarDecompressor.kt,31,0.0,0,0,0,0,0,0,5,13,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\amaze\filemanager\utils\Billing.java,29,0.0,0,0,0,0,0,0,7,13,0,1,0,30,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\amaze\filemanager\utils\PackageInstallValidation.kt,38,0.0,0,0,0,0,0,0,5,13,0,1,0,39,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\CloudRail.java,24,0.0,0,0,0,0,0,0,5,13,0,1,0,25,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\interfaces\CloudStorage.java,62,0.0,0,0,0,0,0,0,23,13,0,1,0,63,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\services\Box.java,26,0.0,0,0,0,0,0,0,5,13,0,1,0,27,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\services\Dropbox.java,26,0.0,0,0,0,0,0,0,6,13,0,1,0,27,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\services\GoogleDrive.java,27,0.0,0,0,0,0,0,0,5,13,0,1,0,28,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\services\OneDrive.java,26,0.0,0,0,0,0,0,0,5,13,0,1,0,27,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\types\CloudMetaData.java,39,0.0,0,0,0,0,0,0,8,13,0,1,0,40,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\cloudrail\si\types\SpaceAllocation.java,27,0.0,0,0,0,0,0,0,4,13,0,1,0,28,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\fdroid\java\com\github\junrar\exception\UnsupportedRarV5Exception.java,25,0.0,0,0,0,0,0,0,4,13,0,1,0,26,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\AndroidManifest.xml,289,0.0,0,0,0,0,0,0,40,53,0,1,0,290,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\assets\logback.xml,29,0.0,0,0,0,0,0,0,3,9,0,1,0,30,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\AmazeFileManagerModule.java,37,0.0,0,0,0,0,0,0,5,14,0,1,0,38,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\LogHelper.java,32,0.0,0,0,0,0,0,0,6,16,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\TagsHelper.java,26,0.0,0,0,0,0,0,0,4,13,0,1,0,27,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\AppsRecyclerAdapter.kt,537,0.0,0,0,0,0,0,0,24,50,1,1,0,538,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\ColorAdapter.java,78,0.0,0,0,0,0,0,0,16,16,0,1,0,79,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\CompressedExplorerAdapter.java,333,0.0,0,0,0,0,0,0,46,44,2,1,0,334,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\HiddenAdapter.kt,125,0.0,0,0,0,0,0,0,10,20,1,1,0,126,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\RecyclerAdapter.java,1421,0.0,0,0,0,0,0,0,172,204,4,1,1,1422,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\SearchRecyclerViewAdapter.kt,124,0.0,0,0,0,0,0,0,19,18,0,1,0,125,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\AppDataParcelable.kt,35,0.0,0,0,0,0,0,0,4,13,0,1,0,36,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\AppDataSorter.kt,63,0.0,0,0,0,0,0,0,7,13,0,1,0,64,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\CompressedObjectParcelable.java,144,0.0,0,0,0,0,0,0,20,14,0,1,0,145,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\IconDataParcelable.java,83,0.0,0,0,0,0,0,0,16,14,0,1,0,84,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\LayoutElementParcelable.java,271,0.0,0,0,0,0,0,0,29,32,1,1,0,272,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\OpenFileParcelable.kt,30,0.0,0,0,0,0,0,0,4,13,0,1,0,31,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\data\StorageDirectoryParcelable.kt,59,0.0,0,0,0,0,0,0,8,14,0,1,0,60,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\AppsAdapterPreloadModel.java,87,0.0,0,0,0,0,0,0,16,17,0,1,0,88,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\RecyclerPreloadModelProvider.java,68,0.0,0,0,0,0,0,0,12,14,0,1,0,69,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\RecyclerPreloadSizeProvider.java,83,0.0,0,0,0,0,0,0,16,13,0,1,0,84,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\apkimage\ApkImageDataFetcher.java,70,0.0,0,0,0,0,0,0,13,18,0,1,0,71,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\apkimage\ApkImageModelLoader.java,43,0.0,0,0,0,0,0,0,10,13,0,1,0,44,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\apkimage\ApkImageModelLoaderFactory.java,39,0.0,0,0,0,0,0,0,9,13,0,1,0,40,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\cloudicon\CloudIconDataFetcher.kt,63,0.0,0,0,0,0,0,0,10,16,0,1,0,64,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\cloudicon\CloudIconModelFactory.java,37,0.0,0,0,0,0,0,0,9,13,0,1,0,38,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\glide\cloudicon\CloudIconModelLoader.java,54,0.0,0,0,0,0,0,0,11,13,0,1,0,55,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\AppHolder.kt,62,0.0,0,0,0,0,0,0,13,27,0,1,0,63,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\CompressedItemViewHolder.kt,45,0.0,0,0,0,0,0,0,12,23,0,1,0,46,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\DonationViewHolder.kt,34,0.0,0,0,0,0,0,0,7,21,0,1,0,35,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\EmptyViewHolder.kt,25,0.0,0,0,0,0,0,0,4,13,0,1,0,26,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\HiddenViewHolder.kt,40,0.0,0,0,0,0,0,0,7,18,0,1,0,41,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\ItemViewHolder.kt,64,0.0,0,0,0,0,0,0,18,30,1,1,0,65,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\adapters\holders\SpecialViewHolder.kt,61,0.0,0,0,0,0,0,0,7,24,0,1,0,62,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\application\AppConfig.java,274,0.0,0,0,0,0,0,0,49,22,0,1,0,275,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\application\GlideApplication.java,32,0.0,0,0,0,0,0,0,5,14,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\AbstractRepeatingRunnable.java,45,0.0,0,0,0,0,0,0,10,13,0,1,0,46,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\SaveOnDataUtilsChange.java,60,0.0,0,0,0,0,0,0,13,18,0,1,0,61,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\AsyncTaskResult.java,41,0.0,0,0,0,0,0,0,7,20,0,1,0,42,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\CountItemsOrAndSizeTask.java,88,0.0,0,0,0,0,0,0,19,16,0,1,0,89,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\DbViewerTask.java,149,0.0,0,0,0,0,0,0,24,19,0,1,0,150,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\DeleteTask.java,175,0.0,0,0,0,0,0,0,27,28,0,1,0,176,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\LoadFilesListTask.java,777,0.0,0,0,0,0,0,0,82,62,0,1,0,778,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\LoadFolderSpaceDataTask.java,128,0.0,0,0,0,0,0,0,30,33,0,1,0,129,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\SearchTextTask.kt,79,0.0,0,0,0,0,0,0,11,13,0,1,0,80,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\StatefulAsyncTask.kt,30,0.0,0,0,0,0,0,0,3,15,0,1,0,31,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\Task.kt,52,0.0,0,0,0,0,0,0,7,23,0,1,0,53,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\AbstractCommonsArchiveHelperCallable.kt,90,0.0,0,0,0,0,0,0,6,19,0,1,0,91,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\AbstractCompressedTarArchiveHelperCallable.kt,55,0.0,0,0,0,0,0,0,7,13,0,1,0,56,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\CompressedHelperCallable.kt,45,0.0,0,0,0,0,0,0,7,13,0,1,0,46,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\SevenZipHelperCallable.kt,129,0.0,0,0,0,0,0,0,9,20,0,1,0,130,0,1,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\TarBzip2HelperCallable.kt,31,0.0,0,0,0,0,0,0,4,13,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\TarGzHelperCallable.kt,31,0.0,0,0,0,0,0,0,4,13,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\TarHelperCallable.kt,32,0.0,0,0,0,0,0,0,4,13,0,1,0,33,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\TarLzmaHelperCallable.kt,31,0.0,0,0,0,0,0,0,4,13,0,1,0,32,0,0,Type1
C:/Users/norhe/pfaa\AmazeFileManager\app\src\main\java\com\amaze\filemanager\asynchronous\asynctasks\compress\TarXzHelperCallable.kt,31,0.0,0,0,0,0,0,0,4,13,0,1,0,32,0,0,Type1
